91,98944
49,97500
59,91505
73,97085
34,97483
22,94718
93,91586
23,93284
71,92978
76,91112
96,92398
30,94907
8,97061
99,99216
31,99180
99,96588
99,96387
78,96266
37,98192
94,96806
13,91603
88,98092
48,91132
55,96947
96,99407
54,94527
94,90011
44,99802
19,94619
53,91270
19,93657
49,92216
40,90292
78,93877
78,99832
45,90426
98,99050
7,90729
34,93801
99,98056
76,95463
15,95931
97,93656
41,90083
12,97796
46,97791
93,97969
51,99720
97,93303
100,91103
41,99249
95,97304
9,90043
62,94859
2,93649
43,96772
33,91109
22,99233
38,92522
98,93654
65,90774
11,97929
76,94061
25,90442
6,93958
18,92492
14,94422
44,90028
90,96536
12,95037
32,91642
99,92516
1,94817
25,99736
48,98694
87,98330
3,93135
23,94279
37,96821
8,98618
56,97176
10,92059
1,96233
26,99860
29,90654
92,97051
80,95459
81,92454
88,93335
39,91111
77,95564
46,93118
92,95644
59,95400
28,90756
78,98857
71,91321
27,98353
66,93901
87,95079
15,90146
73,97091
33,91081
31,93022
61,92161
65,97662
48,91160
63,97859
32,99952
12,91240
10,94231
12,99640
76,91019
64,91732
43,95540
62,93778
81,91610
5,97600
1,98903
43,91733
37,97823
62,96892
52,95103
16,93918
15,95545
5,94685
75,94998
9,93790
24,95279
62,91529
16,96576
17,93096
11,99273
47,96579
85,96657
80,98449
70,93527
64,91723
37,97011
53,99131
65,97352
25,98529
23,91408
25,98998
20,97854
22,93628
11,95055
97,91794
26,94039
16,92447
80,91198
20,99931
16,93063
15,94290
44,91535
37,95744
81,99733
56,95166
56,95924
60,92328
77,95712
24,98969
27,93050
5,99799
48,97930
55,97379
2,98623
40,90073
77,90819
36,96768
20,99274
33,96072
57,91799
21,92770
47,98906
4,97970
91,99106
95,99200
36,98701
89,93882
69,94825
36,99858
19,98412
28,90716
81,90505
66,97023
65,97161
30,98379
89,99810
12,97127
77,90984
30,96798
88,98730
32,92619
49,92572
32,92882
35,94335
6,91974
10,99026
34,90425
40,99773
19,93422
21,93581
33,93756
13,92462
37,91242
70,97144
26,90897
78,90046
62,93224
50,92717
10,93916
75,98213
60,98643
63,98072
87,99744
40,93458
50,94059
86,99093
18,93222
85,96594
57,99537
16,91189
69,91917
28,97324
73,94517
72,90408
92,99790
100,98968
91,96935
10,90105
1,99425
25,95506
23,99916
8,91709
20,99308
87,93597
35,98328
42,91394
89,99306
20,98698
23,93507
8,95005
27,95454
83,91190
6,95264
50,95292
14,91703
42,97368
35,91279
4,93945
69,94251
83,95455
92,91118
43,96558
58,90411
27,96977
73,91550
28,95682
25,94205
78,94516
43,99771
37,94889
1,91701
18,92762
96,97470
29,91474
28,94954
13,91963
31,93366
11,96148
33,91884
44,93153
60,94488
77,92319
3,96703
27,90260
44,91950
14,92181
21,90916
91,94849
57,92591
69,94007
65,99862
32,97866
55,93205
22,92969
29,98489
84,98511
30,99608
56,90807
77,96884
54,92312
86,96847
87,91444
71,92351
98,98368
48,93794
83,94964
4,90441
94,99954
94,98649
74,96518
32,90435
43,90445
37,91280
88,92821
41,90715
9,99471
49,99270
92,97233
1,97384
82,96805
95,93614
91,90886
87,99068
56,92826
35,99740
50,90865
51,91059
78,96532
12,93028
18,92139
13,98663
50,91570
41,90448
19,97136
92,99825
28,99130
17,91809
70,91679
100,97738
67,97777
86,90501
80,90470
85,90588
82,95602
43,98120
83,95859
57,96633
73,96533
43,98591
43,92690
77,99344
86,96065
65,92150
23,96915
0,92846
13,97915
61,91203
20,92221
63,92560
41,96899
5,94310
37,93215
37,97314
33,93743
56,98854
4,92950
69,99387
32,95430
92,95537
25,95192
8,97695
89,97422
46,93835
28,93559
93,95801
6,93121
41,95675
20,94452
79,99312
25,92817
38,93736
30,92204
71,98728
37,93509
63,90983
53,98066
43,95159
95,96147
46,95464
32,98171
92,98278
34,91921
2,94112
85,91293
84,97712
96,94236
12,97425
41,95792
16,97005
19,96628
0,91184
12,92670
80,94194
45,91432
4,91969
76,95155
4,95488
24,95217
84,96420
63,93834
92,95036
95,93705
85,96514
96,90775
9,97936
60,95412
18,98434
37,93226
36,96306
4,92599
64,91616
68,98768
37,96258
26,94652
30,95417
28,97198
84,92222
43,99074
17,90996
89,95975
80,94894
7,99384
3,90140
53,99920
71,94204
98,94864
72,91601
81,95191
66,98377
3,93825
10,90781
21,98346
11,97910
41,97622
58,94637
30,93192
81,93983
24,92802
44,95749
53,95566
91,92014
47,96259
62,99444
45,93639
0,92585
77,90141
94,91186
94,93853
55,92680
97,95236
61,93304
63,93653
87,95484
5,90776
36,92176
56,93717
85,90184
59,93644
15,91634
57,93032
32,99569
98,95570
25,97138
66,99887
23,90176
38,90382
46,95966
18,90664
63,93398
95,98936
31,98401
91,99621
98,98834
49,94690
69,98614
0,94604
25,92264
67,92658
90,97807
38,92998
43,99673
4,94632
26,97211
54,96590
67,90227
28,94353
74,90346
5,93423
39,98525
82,96428
3,99470
30,97114
60,97020
26,97921
0,96957
4,90947
14,95514
3,96741
32,94428
34,94792
85,96638
88,90397
40,92055
78,99359
93,93499
1,99446
6,91365
56,97993
61,95349
26,90298
0,98303
5,92473
75,95257
99,96344
25,94179
99,97965
25,95568
2,97311
44,96578
10,99925
3,92610
24,92062
98,99623
25,99134
90,95683
36,99705
53,99683
44,90208
74,95764
1,97870
12,92488
72,92567
42,92017
9,98659
53,93120
4,96026
50,96522
35,99046
7,92779
85,90180
4,97661
94,98542
30,95766
22,94129
85,96424
72,99284
21,96632
49,98457
87,98246
10,93552
47,95822
25,90471
77,97443
90,92538
6,98991
95,90040
59,97452
42,98753
60,94252
58,97017
41,93618
22,93963
64,98897
73,92904
50,90706
26,90419
37,91916
100,97723
18,99469
47,91523
22,91926
14,90197
39,94500
38,93449
55,99875
22,99479
44,98173
29,90638
23,95805
53,91465
64,91389
54,93204
49,95618
68,94173
42,99012
54,91464
84,95479
48,95929
46,90606
45,92798
56,90499
12,93238
79,90488
51,99852
94,91364
15,92200
8,90665
22,98308
74,92867
87,99752
34,96453
78,95290
4,91663
15,93465
91,93356
60,98564
48,94068
99,99198
12,95493
71,91042
12,90521
8,95025
100,91058
62,91912
66,98756
38,93710
69,96138
97,90438
27,90508
36,92539
42,99455
24,96351
99,93610
89,90686
23,92740
47,98741
17,97319
3,90671
40,99993
91,99695
18,92019
71,92310
18,99884
63,95869
79,93419
2,90174
50,90164
84,92905
34,99582
2,99496
43,97488
25,91639
7,99154
84,97797
39,91199
14,91547
21,96274
26,96366
5,91006
94,95689
80,95959
0,94930
91,99431
39,92785
2,91038
35,93241
53,98946
23,96968
23,98872
99,90977
55,90264
78,98793
42,99148
51,95739
95,96047
99,96195
23,91238
76,96623
95,94060
85,98770
61,97024
88,95414
71,97697
73,97087
65,92226
61,99257
27,91080
60,97459
56,90245
32,93360
22,98075
41,92227
95,94921
11,98003
33,94278
9,97830
87,92008
24,94403
12,94258
5,97288
83,90985
100,95505
64,97775
60,97568
74,91182
97,93929
98,93444
87,93755
81,97703
5,93384
81,91795
39,98454
64,97090
88,92955
56,93650
25,98767
63,95972
89,98673
85,94554
12,93000
82,93344
9,98270
60,91649
13,98984
67,98275
36,98113
93,96749
68,97068
30,91185
94,95043
81,92119
62,92685
62,98125
85,96013
93,95673
33,95643
29,98277
35,97951
27,98624
15,98427
61,96565
95,94570
56,91934
94,99335
10,91758
2,91706
24,93234
28,95925
43,92691
89,94141
74,99991
37,99254
97,99416
3,96162
1,93402
1,94240
97,96445
15,95768
98,94599
70,92293
14,90254
49,92693
92,94298
52,93848
69,98376
33,99510
1,97199
64,90999
64,95656
53,97547
15,98800
36,96844
94,97389
25,94474
1,93942
37,90415
43,96098
64,90847
84,94027
25,96643
1,98352
56,91538
31,99291
70,97773
73,99171
64,94831
40,93019
38,94774
89,97744
79,93683
73,97801
99,90746
78,97991
50,97050
46,96655
32,98646
57,97184
100,95865
73,90217
42,93998
25,91512
29,90228
69,91734
18,94761
76,96010
48,93051
75,95820
41,96839
53,92651
34,95199
39,95627
7,96007
5,99321
84,98309
93,97590
67,91015
2,99480
15,94444
13,99272
36,92450
75,98058
32,95826
19,97709
90,93837
40,96490
55,99275
31,90589
67,98894
98,92782
26,92772
81,93450
61,95339
2,93025
97,92927
92,92561
25,96037
58,96754
69,92559
59,98053
77,93268
69,94892
92,93369
92,96658
26,97994
90,95370
30,96828
51,95750
18,94430
98,92318
79,94036
38,91096
76,92945
38,91324
71,94895
47,91863
64,91573
60,93098
41,94220
72,92357
53,96583
31,90492
66,92884
67,95372
82,95321
62,90655
43,97072
40,97556
54,91913
90,95102
39,97779
57,90622
12,92042
54,90122
74,98110
72,93666
90,90253
47,94293
78,96206
62,97634
93,96128
49,95884
31,94955
69,92830
12,94378
98,91425
66,92936
73,98241
63,97167
88,92493
49,97981
84,98224
66,94459
88,98739
33,97338
3,91326
61,99821
64,95358
27,96317
88,94707
11,95109
30,92880
91,99885
3,99714
60,97768
12,98963
26,92380
52,91397
61,92956
22,98094
88,96713
43,98111
3,92777
57,91568
66,90604
27,97511
23,96433
84,93334
44,90955
26,96689
98,98189
72,99381
17,93593
95,98688
51,96910
3,91040
38,99868
92,98157
10,97052
4,97968
53,93940
17,92474
45,90670
96,93383
99,96905
57,93069
73,99194
83,90440
32,95985
82,91219
23,92608
77,95981
89,98301
84,94362
19,91122
35,91551
71,91829
6,97690
34,93469
47,90799
49,90825
50,98123
41,91097
19,95327
63,91478
53,92012
91,99951
65,90591
55,92460
59,92634
35,93146
21,90262
41,95793
11,91697
56,96304
40,96509
79,90793
48,92192
87,92975
87,97388
84,97808
81,99820
61,94001
83,97117
14,94858
55,93896
23,99713
68,98774
44,90762
74,99404
31,94749
19,97710
10,96726
95,93030
42,91167
50,93671
10,94122
10,90112
85,92347
65,96084
39,97891
90,99794
15,93663
32,94075
94,94832
4,98424
87,95532
35,97411
19,90704
30,92392
20,97508
55,91682
30,94870
40,95475
61,97307
46,91224
59,96661
92,92420
17,94386
89,93677
97,92025
58,92676
39,96813
49,96154
62,99367
67,97626
96,92367
19,97484
47,94433
49,91786
35,98116
