0,178
1,233
2,506
3,171
4,406
5,116
6,30
7,359
8,318
9,336
10,420
11,179
12,334
13,106
14,163
15,376
16,341
17,290
18,229
19,255
20,504
21,419
22,106
23,364
24,344
25,226
26,486
27,490
28,536
29,80
30,37
31,376
32,460
33,331
34,397
35,297
36,321
37,110
38,10
39,302
40,390
41,25
42,269
43,125
44,157
45,438
46,339
47,267
48,396
49,324
50,155
51,430
52,66
53,376
54,176
55,410
56,495
57,73
58,183
59,259
60,432
61,92
62,463
63,526
64,369
65,181
66,158
67,419
68,394
69,393
70,511
71,512
72,204
73,379
74,372
75,89
76,347
77,207
78,323
79,395
80,430
81,299
82,11
83,221
84,380
85,147
86,234
87,284
88,181
89,329
90,167
91,93
92,29
93,379
94,173
95,487
96,173
97,182
98,48
99,12
100,224
101,262
102,172
103,360
104,206
105,418
106,386
107,111
108,379
109,22
110,144
111,349
112,355
113,398
114,175
115,155
116,99
117,468
118,85
119,251
120,541
121,176
122,378
123,39
124,112
125,275
126,131
127,256
128,456
129,13
130,398
131,237
132,39
133,427
134,381
135,290
136,135
137,537
138,11
139,56
140,332
141,67
142,38
143,486
144,504
145,349
146,325
147,298
148,22
149,210
150,157
151,421
152,347
153,263
154,282
155,94
156,285
157,537
158,339
159,399
160,368
161,323
162,355
163,1
164,366
165,504
166,277
167,69
168,359
169,407
170,328
171,74
172,209
173,6
174,176
175,519
176,167
177,22
178,162
179,111
180,388
181,431
182,11
183,149
184,538
185,69
186,320
187,380
188,4
189,382
190,342
191,510
192,532
193,157
194,249
195,382
196,497
197,124
198,260
199,46
200,539
201,258
202,295
203,287
204,525
205,328
206,355
207,127
208,61
209,104
210,188
211,171
212,161
213,395
214,522
215,495
216,302
217,147
218,500
219,286
220,279
221,280
222,319
223,176
224,470
225,329
226,176
227,202
228,418
229,413
230,492
231,391
232,521
233,132
234,123
235,527
236,269
237,171
238,332
239,168
240,6
241,389
242,109
243,346
244,536
245,433
246,10
247,106
248,304
249,360
250,323
251,499
252,286
253,531
254,419
255,410
256,434
257,317
258,194
259,147
260,502
261,144
262,131
263,10
264,286
265,424
266,524
267,181
268,409
269,146
270,327
271,499
272,538
273,465
274,242
275,156
276,167
277,503
278,344
279,170
280,171
281,39
282,24
283,266
284,325
285,280
286,259
287,380
288,69
289,314
290,351
291,109
292,368
293,27
294,44
295,60
296,6
297,488
298,182
299,304
300,330
301,375
302,188
303,373
304,252
305,172
306,167
307,206
308,71
309,151
310,433
311,136
312,254
313,435
314,80
315,430
316,460
317,89
318,542
319,430
320,434
321,188
322,61
323,39
324,408
325,137
326,21
327,207
328,89
329,488
330,462
331,0
332,225
333,331
334,167
335,423
336,163
337,116
338,176
339,291
340,270
341,504
342,185
343,303
344,318
345,176
346,522
347,336
348,353
349,390
350,355
351,464
352,367
353,176
354,176
355,302
356,33
357,176
358,145
359,400
360,354
361,3
362,11
363,235
364,53
365,437
366,152
367,78
368,200
369,243
370,489
371,136
372,84
373,415
374,254
375,16
376,175
377,292
378,519
379,168
380,508
381,454
382,317
383,441
384,153
385,17
386,484
387,372
388,33
389,170
390,406
391,399
392,134
393,152
394,105
395,61
396,50
397,143
398,244
399,234
400,400
401,438
402,410
403,188
404,211
405,22
406,499
407,78
408,206
409,162
410,458
411,178
412,457
413,259
414,538
415,425
416,112
417,499
418,493
419,506
420,369
421,366
422,349
423,143
424,56
425,74
426,433
427,463
428,339
429,52
430,170
431,504
432,364
433,146
434,479
435,538
436,14
437,481
438,182
439,353
440,450
441,314
442,466
443,394
444,401
445,538
446,163
447,172
448,163
449,78
450,163
451,171
452,352
453,72
454,349
455,6
456,378
457,438
458,156
459,76
460,531
461,317
462,356
463,468
464,538
465,430
466,334
467,245
468,415
469,299
470,377
471,435
472,241
473,445
474,22
475,181
476,77
477,378
478,485
479,355
480,60
481,11
482,408
483,341
484,96
485,314
486,393
487,211
488,244
489,376
490,134
491,155
492,349
493,250
494,510
495,427
496,399
497,138
498,310
499,150
500,162
501,153
502,90
503,336
504,194
505,327
506,412
507,480
508,138
509,327
510,509
511,397
512,331
513,147
514,171
515,385
516,207
517,422
518,116
519,349
520,445
521,344
522,51
523,49
524,412
525,327
526,424
527,166
528,302
529,101
530,18
531,346
532,504
533,5
534,117
535,366
536,94
537,346
538,33
539,190
540,541
541,96
542,373
543,542
544,78
545,397
546,479
547,416
548,12
549,22
550,304
551,488
552,90
553,106
554,446
555,308
556,527
557,271
558,460
559,466
560,144
561,304
562,381
563,446
564,448
565,323
566,130
567,434
568,400
569,346
570,49
571,297
572,430
573,382
574,20
575,2
576,97
577,282
578,477
579,174
580,314
581,259
582,94
583,503
584,92
585,72
586,227
587,282
588,228
589,171
590,117
591,374
592,29
593,167
594,197
595,484
596,540
597,73
598,399
599,327
600,181
601,380
602,88
603,200
604,390
605,201
606,389
607,342
608,171
609,87
610,112
611,28
612,424
613,78
614,344
615,297
616,343
617,478
618,538
619,130
620,57
621,503
622,241
623,147
624,401
625,507
626,198
627,382
628,74
629,126
630,333
631,112
632,419
633,18
634,315
635,243
636,382
637,431
638,513
639,322
640,289
641,105
642,206
643,205
644,26
645,297
646,450
647,373
648,349
649,509
650,492
651,270
652,176
653,260
654,318
655,381
656,281
657,226
658,137
659,503
660,19
661,540
662,376
663,372
664,187
665,300
666,297
667,527
668,147
669,306
670,74
671,321
672,30
