0,University of Andorra
1,Abu Dhabi University
2,Ajman University of Science & Technology
3,Alain University of Science and Technology
4,Al Ghurair University
5,Alhosn University
6,Al Khawarizmi International College
7,American College Of Dubai
8,American University in Dubai
9,American University in the Emirates
10,American University of Sharjah
11,British University in Dubai
12,Dubai Medical College for Girls
13,Dubai Pharmacy College
14,Etisalat University College
15,Gulf Medical University
16,Hamdan Bin Mohammed e-University
17,Higher Colleges of Technology
18,Ittihad University
19,Jumeira University
20,Khalifa University
21,Khalifa University of Science
22,Masdar University Of Science And Technology
23,New York University
24,Paris-Sorbonne University Abu Dhabi
25,Rak Medical & Health Sciences University
26,Rochester Institute of Technology
27,Skyline University College
28,Synergy University
29,The Emirates Academy of Hotel Managment
30,The Petroleum Institute
31,United Arab Emirates University
32,University Of Dubai
33,University of Jazeera
34,University of Sharjah
35,University of Wollongong - Dubai Campus
36,Zayed University
37,Afghan University
38,Al-Birony University
39,American University of Afghanistan
40,Aria Institute of Higher Education
41,Badakhshan University
42,Baghlan University
43,Bakhtar University
44,Balkh University
45,Bamiyan University
46,Bost University
47,Dawat University
48,Dunya Institute of Higher Education
49,Faryab Higher Education Institute
50,Ghazni University
51,Herat University
52,Ibn Sina University
53,Jawzjan University
54,Kaboora Institute of Higher Education
55,Kabul Education University
56,Kabul Health Sciences Institute
57,Kabul Medical University
58,Kabul University
59,Kandahar University
60,Kardan University
61,Karwan Institute of Higher Education
62,Kateb Institute of Higher Education
63,Khana-e-Noor Institute of Higher Education
64,Khurasan University
65,Maryam Institute of Higher Education
66,Nangarhar University
67,National Military Academy of Afghanistan
68,Paktia University
69,Pamir University
70,Parwan University
71,Polytechnical University of Kabul
72,Rana Institute of Higher Education
73,Sadat Institute of Higher Education
74,Salam University
75,Shaikh Zayed University
76,Taj Institute of Higher Education
77,Takhar University
78,American University of Antigua
79,University of Health Sciences Antigua
80,Academy of Arts
81,Academy of Sports and Physical Training
82,Agricultural University of Tirane
83,American University of Tirana
84,Beder University
85,Epoka University
86,Polytechnic University of Tirane
87,University of Elbasan Aleksander Xhuvani
88,University of Gjirokstra Eqerem Cabej
89,University of Korca Fan Noli
90,University of New York Tirana
91,University of Shkodra Luigj Gurakuqi
92,University of Tirana
93,University of Vlora Ismail Qemali
94,University “Pavaresia” Vlore
95,American University of Armenia
96,Armenian State Agrarian University
97,Armenian State University of Economics
98,Eurasia International University
99,European Regional Educational Academy of Armenia
100,French University in Armenia (UFAR)
101,Mehrabyan Medical Institute and Medical College
102,Russian-Armenian (Slavonic) State University
103,State Engineering University of Armenia
104,Yerevan Haibusak University
105,Yerevan State Medical University
106,Yerevan State University
107,American University of the Caribbean
108,International University School of Medicine (IUSOM)
109,St.Jamess School of Medicine
110,University of Sint Eustatius School of Medicine
111,University of the Netherlands Antilles
112,Universidade Católica de Angola
113,Universidade Gregorio Semedo
114,Universidade Independente de Angola
115,Universidade Lusíada de Angola
116,Universidade Metodista de Angola
117,Universidade Metropolitana de Angola
118,Universidade Tecnica de Angola
119,Univesidade Agostinho Neto
120,Instituto de Enseñanza Superior del Ejército
121,Instituto Nacional de Educación Física General Manuel Belgrano
122,Instituto Tecnológico de Buenos Aires
123,Instituto Universitario Aeronáutico
124,Instituto Universitario CEMA
125,Instituto Universitario de Ciencias de la Salud Fundación H.A. Barceló
126,Instituto Universitario de Estudios Navales y Marítimos
127,Instituto Universitario de la Policia Federal
128,Instituto Universitario Nacional del Arte
129,Universidad Abierta Interamericana
130,Universidad Adventista del Plata
131,Universidad Argentina de la Empresa
132,Universidad Argentina John F. Kennedy
133,Universidad Atlantida Argentina
134,Universidad Austral Buenos Aires
135,Universidad Autónoma de Entre Ríos
136,Universidad Blas Pascal
137,Universidad CAECE
138,Universidad Católica Argentina Santa Maria de los Buenos Aires
139,Universidad Católica de Córdoba
140,Universidad Católica de Cuyo
141,Universidad Católica de La Plata
142,Universidad Católica de Salta
143,Universidad Católica de Santa Fé
144,Universidad Católica de Santiago del Estero
145,Universidad Champagnat
146,Universidad de Belgrano
147,Universidad de Bologna - Representación en Buenos Aires
148,Universidad de Buenos Aires
149,Universidad de Ciencias Empresariales y Sociales
150,Universidad de Concepción del Uruguay
151,Universidad de Congreso
152,Universidad de Flores - Buenos Aires
153,Universidad del Aconcagua
154,Universidad de la Cuenca del Plata
155,Universidad de la Fraternidad de Agrupaciones Santo Tomas de Aquino (FASTA)
156,Universidad de la Marina Mercante
157,Universidad del Centro Educativo Latinoamericano Rosario
158,Universidad del Cine - Buenos Aires
159,Universidad del Museo Social Argentino
160,Universidad del Norte Santo Tomás de Aquino
161,Universidad del Salvador
162,Universidad de Mendoza
163,Universidad de Morón
164,Universidad de Palermo
165,Universidad de San Andres
166,Universidad Empresarial Siglio 21
167,Universidad ISALUD
168,Universidad Juan Agustín Maza
169,Universidad Maimónides
170,Universidad Nacional de Catamarca
171,Universidad Nacional de Córdoba
172,Universidad Nacional de Cuyo
173,Universidad Nacional de Entre Ríos
174,Universidad Nacional de Formosa
175,Universidad Nacional de General San Martín
176,Universidad Nacional de General Sarmiento
177,Universidad Nacional de Jujuy
178,Universidad Nacional de La Matanza
179,Universidad Nacional de Lanus
180,Universidad Nacional de La Pampa
181,Universidad Nacional de la Patagonia Austral
182,Universidad Nacional de la Patagonia San Juan Bosco
183,Universidad Nacional de La Plata
184,Universidad Nacional de La Rioja
185,Universidad Nacional del Centro de la Provincia de Buenos Aires
186,Universidad Nacional del Comahue
187,Universidad Nacional del Littoral
188,Universidad Nacional del Nordeste
189,Universidad Nacional del Noroeste de la Provincia de Buenos Aires
190,Universidad Nacional de Lomas de Zamora
191,Universidad Nacional del Sur
192,Universidad Nacional de Luján
193,Universidad Nacional de Mar del Plata
194,Universidad Nacional de Misiones
195,Universidad Nacional de Quilmes
196,Universidad Nacional de Río Cuarto
197,Universidad Nacional de Rosario
198,Universidad Nacional de Salta
199,Universidad Nacional de San Juan
200,Universidad Nacional de San Luis
201,Universidad Nacional de Santiago del Estero
202,Universidad Nacional de Tres de Febrero
203,Universidad Nacional de Tucumán
204,Universidad Nacional de Villa María
205,Universidad Notarial Argentina
206,Universidad Tecnológica Nacional
207,Universidad Torcuato di Tella
208,Akademie der bildenden Künste Wien
209,Donau-Universität Krems
210,Fachhochschule Burgenland
211,Fachhochschule für Bank- und Finanzwirtschaft
212,Fachhochschule JOANNEUM
213,Fachhochschule Kärnten
214,Fachhochschule Krems
215,Fachhochschule Kufstein (Tirol)
216,Fachhochschule Salzburg
217,Fachhochschule St. Pölten
218,Fachhochschule Vorarlberg
219,Fachhochschule Wiener Neustadt
220,Fachhochschulstudiengänge der Wiener Wirtschaft
221,Fachhochschulstudiengänge Hagenberg
222,Fachhochschulstudiengänge Krems IMC
223,Fachhochschulstudiengänge Steyr
224,Fachhochschulstudiengänge Wels
225,Institute of Science and Technology
226,Katholisch-Theologische Privatuniversität Linz
227,MCI-Management Center Innsbruck
228,Medizinische Universität Graz
229,Medizinische Universität Innsbruck
230,Medizinische Universität Wien
231,Montanuniversität Leoben
232,Private Universität für Medizinische Informatik und Technik Tirol
233,Technikum Wien
234,Technische Universität Graz
235,Technische Universität Wien
236,Universität für angewandte Kunst Wien
237,Universität für Bodenkultur Wien
238,Universität für künstlerische und industrielle Gestaltung Linz
239,Universität für Musik und darstellende Kunst Graz
240,Universität für Musik und darstellende Kunst  Wien
241,Universität Graz
242,Universität Innsbruck
243,Universität Klagenfurt
244,Universität Linz
245,Universität Mozarteum Salzburg
246,Universität Salzburg
247,Universität Vienna
248,Veterinärmedizinische Universität Wien
249,Webster University
250,Wirtschaftsuniversität Wien
251,Australian Catholic University
252,Australian Correspondence Schools
253,Australian Defence Force Academy
254,Australian Lutheran College
255,Australian Maritime College
256,Australian National University
257,Avondale College
258,Batchelor Institute of Indigenous Tertiary Education
259,Blue Mountains Hotel School
260,Bond University
261,Central Queensland University
262,Charles Darwin University
263,Charles Sturt University
264,Curtin University of Technology
265,Deakin University
266,Edith Cowan University
267,Flinders University of South Australia
268,Griffith University
269,Holmes Institute
270,Institute Of Technology
271,International College of Tourism and Hotel Management
272,James Cook University of North Queensland
273,La Trobe University
274,Macquarie University
275,Marcus Oldham College
276,Monash University
277,Murdoch University
278,Queensland University of Technology
279,Royal Melbourne Institute of Technology
280,Southern Cross University
281,Swinburne University of Technology
282,University of Adelaide
283,University of Ballarat
284,University of Canberra
285,University of Divinity
286,University of Melbourne
287,University of Newcastle
288,University of New England
289,University of New South Wales
290,University of Notre Dame Australia
291,University of Queensland
292,University of South Australia
293,University of Southern Queensland
294,University of Sydney
295,University of Tasmania
296,University of Technology Sydney
297,University of the Sunshine Coast
298,University of Western Australia
299,University of Western Sydney
300,University of Wollongong
301,Academy of Public Administration
302,Azerbaijan Diplomatic Academy
303,Azerbaijan International University
304,Azerbaijan Medical University
305,Azerbaijan National Conservatorie
306,Azerbaijan State Economic University
307,Azerbaijan State Oil Academy
308,Azerbaijan Technical University
309,Azerbaijan Technology University
310,Azerbaijan Toursim Institute
311,Azerbaijan University
312,Azerbaijan University ol Languages
313,Baki Business University
314,Baku Slavic University
315,Baku State University
316,Ganja State University 
317,Khazar University
318,Lankaran State University
319,Nakhchivan Private University
320,Nakhchivan State University
321,National Aviation Academy
322,Odlar Yurdu University
323,Police Academy
324,Qafqaz University
325,Sumgait State University
326,Western University
327,American University
328,International Burch University
329,International University of Sarajevo
330,International University of Travnik
331,Sarajevo Film Academy
332,Slobomir P Univerzitet
333,University of Banja Luka
334,University of Bihac
335,University of East Srarajevo
336,University of Mostar
337,University of Sarajevo
338,University of Tuzla
339,University of Zenica
340,University Vitez In Travnik
341,Univerzitet u Mostaru Dzemal Bijedic
342,University of the West Indies
343,Ahsanullah University of Science & Technology
344,American International University - Bangladesh
345,Asa University Bangladesh
346,Asian University of Bangladesh
347,Atish Dipankar University
348,Bangabandhu Sheikh Mujibur Rahman Agricultural University
349,Bangabandhu Sheikh Mujibur Rahman Medical University
350,Bangladesh Agricultural University
351,Bangladesh Open University
352,Bangladesh University
353,Bangladesh University of Business & Technology
354,Bangladesh University of Engineering and Technology
355,Bangladesh University of Professionals
356,Bangladesh University of Textiles
357,Begum Rokeya University
358,BGC Trust University
359,Brac University
360,Chittagong Independent University
361,Chittagong University of Engineering and Technology
362,City University
363,Comilla University
364,Daffodil International University
365,Darul Ihsan University
366,Dhaka International University
367,Dhaka University of Engineering and Technology
368,East Delta University
369,Eastern University
370,East West University
371,East-West University
372,Green University of Bangladesh
373,Hajee Mohammad Danesh Science and Technology University
374,IBAIS University
375,Independent University
376,International Culture University 
377,International Islamic University Chittagong
378,International University of Business Agriculture and Technology
379,Islamic University Kushtia
380,Islamic University of Technology
381,Jagannath University
382,Jahangirnagar University
383,Jatiya Kabi Kazi Nazrul Islam University
384,Khulna University
385,Khulna University of Engineering And Technology
386,Leading University
387,Manarat International University
388,Mawlana Bhashani Science And Technology University
389,Metropolitan University
390,Military Institute of Science and Technology
391,National University
392,Noakhali University of Science and Technology
393,North East University Bangladesh
394,Northern University Bangladesh
395,North South University
396,Pabna University of Science and Technology
397,Patuakhali Science and Technology University
398,Peoples University of Bangladesh
399,Premier University
400,Presidency University
401,Queens University
402,Rajshahi University of Engineering and Technology
403,Shahjalal University of Science and Technology
404,Southeast University
405,Southern University Bangladesh
406,Stamford University
407,Sylhet Agricultural University
408,Sylhet Engineering College
409,Sylhet International University
410,United International University
411,University of Asia Pacific
412,University of Chittagong
413,University of Development Alternative
414,University of Dhaka
415,University of Information Technology & Sciences
416,University of Liberal Arts
417,University of Rajshahi
418,University of Science & Technology Chittagong
419,World University of Bangladesh
420,Brexgata University Academy
421,Brussels Management School (ICHEC)
422,Brussels School of International Studies
423,College of Europe
424,Continental Theological Seminary
425,ECAM - Institut Supérieur Industriel
426,EHSAL - Europese Hogeschool Brussel
427,Erasmushogeschool Brussel
428,European Carolus Magnus University
429,European International University
430,Evangelische Theologische Faculteit
431,Faculté Polytechnique de Mons
432,Facultés Universitaires Catholiques de Mons
433,Facultés Universitaires Notre-Dame de la Paix
434,Facultés Universitaires Saint-Louis
435,Faculté Universitaire des Sciences Agronomiques de Gembloux
436,Fondation Universitaire Luxembourgeoise
437,Hasselt University
438,Hogere Zeevaartschool - Maritime Academy
439,Hogeschool Antwerpen
440,Hogeschool voor Wetenschap en Kunst (VLEKHO)
441,Hogeschool voor Wetenschap & Kunst
442,Hogeschool West-Vlaanderen (TU)
443,Karel De Grote Hogeschool
444,Katholieke Hogeschool Kempen
445,Katholieke Hogeschool Leuven
446,Katholieke Hogeschool Limburg
447,Katholieke Universiteit Brussel
448,Katholieke Universiteit Leuven
449,Katholieke Universiteit Leuven
450,Royal Military Academy
451,Thierry Graduate School of Leadership
452,United Business Institute
453,Université Catholique de Louvain
454,Université de Liège
455,Université de Mons-Hainaut
456,Universiteit Antwerpen
457,Universiteit Antwerpen Management School
458,Universiteit Antwerpen
459,Universiteit Gent
460,Université Libre de Bruxelles
461,Vesalius College
462,Vlerick Leuven Gent Management School
463,Vrije Universiteit Brussel
464,Université de Ouagadougou
465,Academy of Economics Dimitur A. Tscenov
466,Academy of Music
467,Agricultural University of Plovdiv
468,American University in Bulgaria
469,Bourgas Free University
470,Bourgas University Prof. Assen Zlatarov
471,City University Programs in Bulgaria 
472,International University College
473,Medical University of Sofia
474,Medical University Pleven
475,Medical University Plovdiv
476,Medical University Varna
477,Military University Shoumen
478,National Academy for Theatre and Film Arts Krustju Sarafov
479,National Academy of Arts
480,National Academy of Music Pantcho Vladigerov
481,National Sports Academy Sofia
482,New Bulgarian University
483,Shoumen University Konstantin Preslavski
484,Sofia University St. Kliment Ohridski
485,South-West University Neofit Rilski
486,Technical University of Gabrovo
487,Technical University of Sofia
488,Technical University of Varna
489,Trakia University Stara Zagora
490,University of Architecture
491,University of Chemical Technology and Metallurgy
492,University of Economics Varna
493,University of Food Technology
494,University of Forestry Sofia
495,University of Mining and Geology St. Ivan Rils
496,University of National and World Economy
497,University of Plovdiv
498,University of Rousse
499,Varna Free University
500,Veliko Turnovo University Cyril and Methodius
501,Al Ahlia University
502,Ama International University
503,Applied Science University
504,Arabian Gulf University
505,Arab Open University
506,Bahrain Polytechnic
507,Gulf University College
508,New York Instiute of Technology
509,RCSI-Medical University of Bahrain
510,The Kingdom University
511,University College Bahrain
512,University of Bahrain
513,Hope Africa University
514,Université du Burundi
515,Université Lumière de Bujumbura
516,Espam Formation University
517,Houdegbe North American University Benin
518,Université dAbomey-Calavi (UAC)
519,Bermuda College
520,Institut Teknologi Brunei
521,Universiti Islam Sultan Sharif Ali
522,University of Brunei Darussalam
523,Escuela Militar de Ingeniería
524,Universidad Adventista de Bolivia
525,Universidad Amazonica de Pando
526,Universidad Andina Simón Bolivar
527,Universidad Autónoma del Beni José Ballivián
528,Universidad Autónoma Gabriel René Moreno
529,Universidad Autónoma Juan Misael Saracho
530,Universidad Autónoma Tomás Frías
531,Universidad Católica Boliviana
532,Universidad Católica Boliviana
533,Universidad Católica Boliviana
534,Universidad Católica Boliviana
535,Universidad Central
536,Universidad de Aquino Bolivia
537,Universidad Domingo Savio
538,Universidad Empresarial Mateo Kuljis
539,Universidad Juan Misael Saracho
